time,datetime,date,year,month,day,hour,close,high,low,open,volumefrom,volumeto
1746525600,2025-05-06 10:00:00,2025-05-06,2025,5,6,10,1784.81,1797.72,1782.37,1797.71,9271.15,16587759.94
1746529200,2025-05-06 11:00:00,2025-05-06,2025,5,6,11,1769.67,1790.24,1757.43,1784.81,22056.0,39120230.4
1746532800,2025-05-06 12:00:00,2025-05-06,2025,5,6,12,1775.01,1776.5,1766.72,1769.67,13927.72,24684882.03
1746536400,2025-05-06 13:00:00,2025-05-06,2025,5,6,13,1759.03,1775.41,1751.42,1775.01,29266.62,51594596.54
1746540000,2025-05-06 14:00:00,2025-05-06,2025,5,6,14,1768.62,1779.15,1758.93,1759.03,21960.34,38889817.25
1746543600,2025-05-06 15:00:00,2025-05-06,2025,5,6,15,1769.97,1778.67,1760.41,1768.62,17964.23,31808814.91
1746547200,2025-05-06 16:00:00,2025-05-06,2025,5,6,16,1762.58,1775.06,1762.18,1769.97,20385.56,36035306.28
1746550800,2025-05-06 17:00:00,2025-05-06,2025,5,6,17,1767.82,1776.41,1762.58,1762.58,17295.44,30610447.34
1746554400,2025-05-06 18:00:00,2025-05-06,2025,5,6,18,1790.11,1791.21,1766.78,1767.82,15563.91,27672518.16
1746558000,2025-05-06 19:00:00,2025-05-06,2025,5,6,19,1784.74,1798.98,1784.41,1790.11,22923.22,41016571.56
1746561600,2025-05-06 20:00:00,2025-05-06,2025,5,6,20,1775.57,1788.94,1768.59,1784.74,17200.6,30602754.6
1746565200,2025-05-06 21:00:00,2025-05-06,2025,5,6,21,1775.83,1781.12,1765.62,1775.57,8656.83,15355758.25
1746568800,2025-05-06 22:00:00,2025-05-06,2025,5,6,22,1810.97,1813.36,1775.63,1775.83,27945.45,50210946.86
1746572400,2025-05-06 23:00:00,2025-05-06,2025,5,6,23,1816.98,1819.21,1802.04,1810.97,22515.71,40795104.59
1746576000,2025-05-07 00:00:00,2025-05-07,2025,5,7,0,1842.33,1847.04,1814.73,1816.98,37788.81,69258989.57
1746579600,2025-05-07 01:00:00,2025-05-07,2025,5,7,1,1833.17,1850.42,1829.3,1842.33,26585.31,48988253.79
1746583200,2025-05-07 02:00:00,2025-05-07,2025,5,7,2,1824.93,1835.29,1821.96,1833.17,22166.26,40514827.41
1746586800,2025-05-07 03:00:00,2025-05-07,2025,5,7,3,1826.18,1828.31,1817.24,1824.93,13736.86,25046481.43
1746590400,2025-05-07 04:00:00,2025-05-07,2025,5,7,4,1828.54,1833.07,1824.42,1826.18,6459.25,11811003.8
1746594000,2025-05-07 05:00:00,2025-05-07,2025,5,7,5,1828.22,1830.46,1825.61,1828.54,4132.73,7552851.09
1746597600,2025-05-07 06:00:00,2025-05-07,2025,5,7,6,1830.46,1834.11,1826.37,1828.22,4796.43,8781035.15
1746601200,2025-05-07 07:00:00,2025-05-07,2025,5,7,7,1838.27,1838.45,1830.08,1830.46,4839.0,8875460.44
1746604800,2025-05-07 08:00:00,2025-05-07,2025,5,7,8,1840.72,1844.26,1834.57,1838.27,10699.26,19680908.24
1746608400,2025-05-07 09:00:00,2025-05-07,2025,5,7,9,1844.01,1845.33,1838.16,1840.72,8441.67,15547754.5
1746612000,2025-05-07 10:00:00,2025-05-07,2025,5,7,10,1833.68,1847.15,1830.96,1844.01,13877.52,25516971.55
1746615600,2025-05-07 11:00:00,2025-05-07,2025,5,7,11,1836.47,1837.32,1831.15,1833.68,5072.51,9306829.23
1746619200,2025-05-07 12:00:00,2025-05-07,2025,5,7,12,1830.86,1837.19,1827.23,1836.47,8487.45,15537458.55
1746622800,2025-05-07 13:00:00,2025-05-07,2025,5,7,13,1829.09,1835.27,1822.59,1830.86,19396.03,35448442.36
1746626400,2025-05-07 14:00:00,2025-05-07,2025,5,7,14,1822.51,1833.44,1817.18,1829.09,23353.03,42677026.35
1746630000,2025-05-07 15:00:00,2025-05-07,2025,5,7,15,1817.8,1825.68,1815.07,1822.51,15994.16,29117517.86
1746633600,2025-05-07 16:00:00,2025-05-07,2025,5,7,16,1812.14,1818.29,1800.45,1817.8,20133.55,36429762.18
1746637200,2025-05-07 17:00:00,2025-05-07,2025,5,7,17,1796.41,1813.39,1789.39,1812.14,25670.89,46268428.43
1746640800,2025-05-07 18:00:00,2025-05-07,2025,5,7,18,1806.74,1817.15,1788.92,1796.41,48652.33,87650722.62
1746644400,2025-05-07 19:00:00,2025-05-07,2025,5,7,19,1796.18,1808.2,1787.31,1806.74,33641.89,60498830.08
1746648000,2025-05-07 20:00:00,2025-05-07,2025,5,7,20,1798.2,1801.0,1789.27,1796.18,13617.77,24451089.97
1746651600,2025-05-07 21:00:00,2025-05-07,2025,5,7,21,1802.77,1809.49,1796.53,1798.2,10188.81,18365985.28
1746655200,2025-05-07 22:00:00,2025-05-07,2025,5,7,22,1817.28,1821.66,1801.11,1802.77,20508.22,37169051.85
1746658800,2025-05-07 23:00:00,2025-05-07,2025,5,7,23,1811.34,1825.6,1808.41,1817.28,16358.91,29732294.61
1746662400,2025-05-08 00:00:00,2025-05-08,2025,5,8,0,1827.16,1828.33,1808.97,1811.34,14306.22,25976825.68
1746666000,2025-05-08 01:00:00,2025-05-08,2025,5,8,1,1822.91,1837.52,1820.11,1827.16,28286.77,51711584.3
1746669600,2025-05-08 02:00:00,2025-05-08,2025,5,8,2,1841.83,1847.81,1822.91,1822.91,27285.9,50189903.93
1746673200,2025-05-08 03:00:00,2025-05-08,2025,5,8,3,1901.15,1906.15,1839.14,1841.83,50495.06,94663939.56
1746676800,2025-05-08 04:00:00,2025-05-08,2025,5,8,4,1894.07,1916.23,1893.05,1901.15,38179.68,72775218.22
1746680400,2025-05-08 05:00:00,2025-05-08,2025,5,8,5,1897.01,1904.7,1892.42,1894.07,12656.29,24029186.48
1746684000,2025-05-08 06:00:00,2025-05-08,2025,5,8,6,1911.21,1911.82,1896.16,1897.01,9409.5,17915393.75
1746687600,2025-05-08 07:00:00,2025-05-08,2025,5,8,7,1928.52,1942.48,1908.53,1911.21,24276.32,46729007.46
1746691200,2025-05-08 08:00:00,2025-05-08,2025,5,8,8,1935.14,1946.95,1926.16,1928.52,18522.48,35816236.01
1746694800,2025-05-08 09:00:00,2025-05-08,2025,5,8,9,1941.51,1941.87,1930.18,1935.14,12279.62,23778072.11
1746698400,2025-05-08 10:00:00,2025-05-08,2025,5,8,10,1961.79,1967.41,1939.53,1941.51,24030.26,46906665.76
1746702000,2025-05-08 11:00:00,2025-05-08,2025,5,8,11,1957.86,1961.79,1945.85,1961.79,14953.03,29214760.67
1746705600,2025-05-08 12:00:00,2025-05-08,2025,5,8,12,1960.2,1977.23,1954.83,1957.86,34938.51,68674124.12
1746709200,2025-05-08 13:00:00,2025-05-08,2025,5,8,13,1976.47,1985.05,1959.93,1960.2,37526.19,73972185.16
1746712800,2025-05-08 14:00:00,2025-05-08,2025,5,8,14,1990.32,2010.85,1969.76,1976.47,62225.92,123695102.65
1746716400,2025-05-08 15:00:00,2025-05-08,2025,5,8,15,2051.96,2075.04,1988.65,1990.32,110623.45,224762790.46
1746720000,2025-05-08 16:00:00,2025-05-08,2025,5,8,16,2050.6,2066.03,2037.41,2051.96,50753.51,104102411.0
1746723600,2025-05-08 17:00:00,2025-05-08,2025,5,8,17,2046.44,2057.76,2037.3,2050.6,32407.53,66363936.82
1746727200,2025-05-08 18:00:00,2025-05-08,2025,5,8,18,2068.02,2074.37,2044.4,2046.44,36681.06,75555362.79
1746730800,2025-05-08 19:00:00,2025-05-08,2025,5,8,19,2118.13,2138.9,2061.78,2068.02,88496.85,185381574.17
1746734400,2025-05-08 20:00:00,2025-05-08,2025,5,8,20,2185.68,2199.49,2112.14,2118.13,92528.96,198602909.81
1746738000,2025-05-08 21:00:00,2025-05-08,2025,5,8,21,2179.73,2225.39,2158.01,2185.68,85895.34,188111355.72
1746741600,2025-05-08 22:00:00,2025-05-08,2025,5,8,22,2179.36,2196.31,2167.03,2179.73,28190.22,61467416.69
1746745200,2025-05-08 23:00:00,2025-05-08,2025,5,8,23,2207.19,2208.48,2166.25,2179.36,38060.93,83296051.82
1746748800,2025-05-09 00:00:00,2025-05-09,2025,5,9,0,2200.97,2214.57,2184.12,2207.19,34428.02,75619934.66
1746752400,2025-05-09 01:00:00,2025-05-09,2025,5,9,1,2206.32,2241.99,2189.89,2200.97,44606.29,98476084.85
1746756000,2025-05-09 02:00:00,2025-05-09,2025,5,9,2,2215.95,2216.76,2194.24,2206.32,34507.12,76059863.99
1746759600,2025-05-09 03:00:00,2025-05-09,2025,5,9,3,2204.73,2244.62,2197.19,2215.95,47497.43,105647493.06
1746763200,2025-05-09 04:00:00,2025-05-09,2025,5,9,4,2213.68,2222.02,2202.59,2204.73,15888.29,35179571.81
1746766800,2025-05-09 05:00:00,2025-05-09,2025,5,9,5,2214.53,2219.32,2205.64,2213.68,10772.74,23830602.33
1746770400,2025-05-09 06:00:00,2025-05-09,2025,5,9,6,2256.81,2258.95,2214.16,2214.53,26772.68,60023813.74
1746774000,2025-05-09 07:00:00,2025-05-09,2025,5,9,7,2364.63,2392.42,2256.18,2256.81,112938.53,263472781.09
1746777600,2025-05-09 08:00:00,2025-05-09,2025,5,9,8,2412.78,2490.71,2363.3,2364.63,149808.96,361630063.5
1746781200,2025-05-09 09:00:00,2025-05-09,2025,5,9,9,2340.78,2423.71,2292.69,2412.78,93291.56,219208851.84
1746784800,2025-05-09 10:00:00,2025-05-09,2025,5,9,10,2347.96,2359.22,2329.05,2340.78,33602.32,78704217.95
1746788400,2025-05-09 11:00:00,2025-05-09,2025,5,9,11,2350.38,2374.28,2315.45,2347.96,53822.49,126280760.31
1746792000,2025-05-09 12:00:00,2025-05-09,2025,5,9,12,2339.67,2352.44,2325.57,2350.38,34848.3,81506659.98
1746795600,2025-05-09 13:00:00,2025-05-09,2025,5,9,13,2370.01,2388.31,2329.21,2339.67,53898.18,127233415.04
1746799200,2025-05-09 14:00:00,2025-05-09,2025,5,9,14,2305.97,2370.01,2272.41,2370.01,86613.5,200853410.24
1746802800,2025-05-09 15:00:00,2025-05-09,2025,5,9,15,2301.14,2321.28,2282.47,2305.97,55325.24,127335616.05
1746806400,2025-05-09 16:00:00,2025-05-09,2025,5,9,16,2298.17,2315.75,2275.16,2301.14,51161.94,117731301.05
1746810000,2025-05-09 17:00:00,2025-05-09,2025,5,9,17,2350.3,2355.43,2295.21,2298.17,52186.65,121569904.57
1746813600,2025-05-09 18:00:00,2025-05-09,2025,5,9,18,2340.47,2352.58,2328.89,2350.3,32691.79,76514896.49
1746817200,2025-05-09 19:00:00,2025-05-09,2025,5,9,19,2332.27,2344.58,2309.79,2340.47,47710.7,111067150.46
1746820800,2025-05-09 20:00:00,2025-05-09,2025,5,9,20,2340.54,2352.34,2327.19,2332.27,25243.44,59079286.25
1746824400,2025-05-09 21:00:00,2025-05-09,2025,5,9,21,2338.05,2343.68,2323.28,2340.54,13696.7,31982484.93
1746828000,2025-05-09 22:00:00,2025-05-09,2025,5,9,22,2334.93,2346.2,2329.33,2338.05,6870.49,16062428.34
1746831600,2025-05-09 23:00:00,2025-05-09,2025,5,9,23,2345.32,2347.31,2333.45,2334.93,9585.1,22439568.84
1746835200,2025-05-10 00:00:00,2025-05-10,2025,5,10,0,2326.69,2380.8,2318.3,2345.32,37843.29,88958242.96
1746838800,2025-05-10 01:00:00,2025-05-10,2025,5,10,1,2335.81,2354.59,2326.02,2326.69,18894.41,44228692.44
1746842400,2025-05-10 02:00:00,2025-05-10,2025,5,10,2,2342.39,2348.78,2333.28,2335.81,15231.77,35656446.1
1746846000,2025-05-10 03:00:00,2025-05-10,2025,5,10,3,2340.07,2342.81,2331.96,2342.39,11086.58,25913567.72
1746849600,2025-05-10 04:00:00,2025-05-10,2025,5,10,4,2337.16,2340.09,2327.1,2340.07,6079.71,14183623.34
1746853200,2025-05-10 05:00:00,2025-05-10,2025,5,10,5,2353.96,2355.39,2337.16,2337.16,7234.76,16956158.34
1746856800,2025-05-10 06:00:00,2025-05-10,2025,5,10,6,2367.57,2378.26,2351.75,2353.96,14270.77,33761323.26
1746860400,2025-05-10 07:00:00,2025-05-10,2025,5,10,7,2400.56,2417.78,2355.9,2367.57,26454.38,63146660.75
1746864000,2025-05-10 08:00:00,2025-05-10,2025,5,10,8,2382.66,2436.01,2366.68,2400.56,41157.72,98900548.43
1746867600,2025-05-10 09:00:00,2025-05-10,2025,5,10,9,2400.92,2423.13,2365.87,2382.66,30275.37,72558044.22
1746871200,2025-05-10 10:00:00,2025-05-10,2025,5,10,10,2397.3,2429.08,2385.48,2400.92,27188.04,65495881.39
1746874800,2025-05-10 11:00:00,2025-05-10,2025,5,10,11,2384.75,2404.11,2375.83,2397.3,18040.16,43131035.07
1746878400,2025-05-10 12:00:00,2025-05-10,2025,5,10,12,2408.38,2421.39,2384.75,2384.75,29350.66,70615633.65
1746882000,2025-05-10 13:00:00,2025-05-10,2025,5,10,13,2438.01,2448.87,2408.37,2408.38,34927.11,84703280.23
1746885600,2025-05-10 14:00:00,2025-05-10,2025,5,10,14,2436.35,2445.03,2407.45,2438.01,37736.73,91586384.35
1746889200,2025-05-10 15:00:00,2025-05-10,2025,5,10,15,2433.9,2446.39,2423.3,2436.35,30850.02,75120667.3
1746892800,2025-05-10 16:00:00,2025-05-10,2025,5,10,16,2461.7,2475.33,2429.43,2433.9,41808.08,102538208.35
1746896400,2025-05-10 17:00:00,2025-05-10,2025,5,10,17,2461.65,2512.42,2454.69,2461.7,66152.73,164210603.88
1746900000,2025-05-10 18:00:00,2025-05-10,2025,5,10,18,2495.75,2507.14,2457.89,2461.65,45942.18,113967703.21
1746903600,2025-05-10 19:00:00,2025-05-10,2025,5,10,19,2499.64,2507.17,2477.53,2495.75,27058.3,67400897.9
1746907200,2025-05-10 20:00:00,2025-05-10,2025,5,10,20,2490.99,2504.59,2470.17,2499.64,27302.75,67944190.36
1746910800,2025-05-10 21:00:00,2025-05-10,2025,5,10,21,2535.03,2545.78,2490.99,2490.99,35357.36,88884780.64
1746914400,2025-05-10 22:00:00,2025-05-10,2025,5,10,22,2578.36,2586.51,2521.02,2535.03,39208.66,100155884.68
1746918000,2025-05-10 23:00:00,2025-05-10,2025,5,10,23,2583.77,2600.37,2564.73,2578.36,59764.4,154413203.52
1746921600,2025-05-11 00:00:00,2025-05-11,2025,5,11,0,2544.36,2607.64,2506.16,2583.77,70668.52,180507340.0
1746925200,2025-05-11 01:00:00,2025-05-11,2025,5,11,1,2532.79,2557.76,2512.87,2544.36,36137.71,91790524.58
1746928800,2025-05-11 02:00:00,2025-05-11,2025,5,11,2,2543.31,2565.46,2523.29,2532.79,44988.55,114581300.38
1746932400,2025-05-11 03:00:00,2025-05-11,2025,5,11,3,2537.8,2554.51,2530.58,2543.31,20246.28,51463620.51
1746936000,2025-05-11 04:00:00,2025-05-11,2025,5,11,4,2545.07,2550.42,2530.86,2537.8,14350.95,36453598.97
1746939600,2025-05-11 05:00:00,2025-05-11,2025,5,11,5,2555.27,2562.13,2536.99,2545.07,11324.31,28900444.78
1746943200,2025-05-11 06:00:00,2025-05-11,2025,5,11,6,2521.7,2556.09,2505.79,2555.27,20702.68,52386930.47
1746946800,2025-05-11 07:00:00,2025-05-11,2025,5,11,7,2473.43,2521.7,2455.02,2521.7,40419.49,100444709.23
1746950400,2025-05-11 08:00:00,2025-05-11,2025,5,11,8,2481.23,2505.08,2473.41,2473.43,14279.76,35541202.2
1746954000,2025-05-11 09:00:00,2025-05-11,2025,5,11,9,2515.58,2521.92,2480.97,2481.23,16043.55,40211792.27
1746957600,2025-05-11 10:00:00,2025-05-11,2025,5,11,10,2511.24,2521.09,2496.61,2515.58,10975.0,27509232.99
1746961200,2025-05-11 11:00:00,2025-05-11,2025,5,11,11,2531.1,2535.6,2507.02,2511.24,11414.78,28770681.33
1746964800,2025-05-11 12:00:00,2025-05-11,2025,5,11,12,2515.86,2532.08,2511.36,2531.1,18678.48,47092754.76
1746968400,2025-05-11 13:00:00,2025-05-11,2025,5,11,13,2469.71,2530.0,2466.52,2515.86,39123.16,97666783.94
1746972000,2025-05-11 14:00:00,2025-05-11,2025,5,11,14,2486.54,2494.75,2469.46,2469.71,21786.03,54117748.29
1746975600,2025-05-11 15:00:00,2025-05-11,2025,5,11,15,2462.91,2505.01,2439.78,2486.54,34119.77,84449207.62
1746979200,2025-05-11 16:00:00,2025-05-11,2025,5,11,16,2471.07,2481.08,2441.05,2462.91,27629.19,68038485.56
1746982800,2025-05-11 17:00:00,2025-05-11,2025,5,11,17,2491.85,2496.03,2466.84,2471.07,26864.35,66729388.72
1746986400,2025-05-11 18:00:00,2025-05-11,2025,5,11,18,2505.31,2515.3,2472.92,2491.85,28807.34,71912239.44
1746990000,2025-05-11 19:00:00,2025-05-11,2025,5,11,19,2508.91,2525.81,2502.94,2505.31,26421.93,66415167.51
1746993600,2025-05-11 20:00:00,2025-05-11,2025,5,11,20,2510.8,2513.63,2494.6,2508.91,20067.57,50260149.15
1746997200,2025-05-11 21:00:00,2025-05-11,2025,5,11,21,2517.7,2520.82,2498.39,2510.8,14151.44,35492807.16
1747000800,2025-05-11 22:00:00,2025-05-11,2025,5,11,22,2503.72,2529.04,2484.56,2517.7,17900.38,44839257.51
1747004400,2025-05-11 23:00:00,2025-05-11,2025,5,11,23,2514.75,2515.6,2498.48,2503.72,15044.64,37724050.33
1747008000,2025-05-12 00:00:00,2025-05-12,2025,5,12,0,2531.87,2546.08,2511.43,2514.75,29002.05,73287867.55
1747011600,2025-05-12 01:00:00,2025-05-12,2025,5,12,1,2505.66,2548.8,2491.43,2531.87,31924.87,80451836.37
1747015200,2025-05-12 02:00:00,2025-05-12,2025,5,12,2,2523.07,2535.53,2502.71,2505.66,27382.57,68966569.4
1747018800,2025-05-12 03:00:00,2025-05-12,2025,5,12,3,2520.23,2527.36,2510.05,2523.07,17482.95,44012638.96
1747022400,2025-05-12 04:00:00,2025-05-12,2025,5,12,4,2518.64,2527.92,2507.93,2520.23,12226.99,30773823.14
1747026000,2025-05-12 05:00:00,2025-05-12,2025,5,12,5,2498.06,2521.29,2492.38,2518.64,9623.23,24084381.9
1747029600,2025-05-12 06:00:00,2025-05-12,2025,5,12,6,2517.79,2521.65,2487.05,2498.06,8670.02,21719403.5
1747033200,2025-05-12 07:00:00,2025-05-12,2025,5,12,7,2554.7,2624.32,2517.79,2517.79,117432.02,302282434.77
1747036800,2025-05-12 08:00:00,2025-05-12,2025,5,12,8,2577.35,2585.59,2531.99,2554.7,28276.36,72245859.13
1747040400,2025-05-12 09:00:00,2025-05-12,2025,5,12,9,2550.82,2582.28,2548.0,2577.35,21215.68,54410660.88
1747044000,2025-05-12 10:00:00,2025-05-12,2025,5,12,10,2560.27,2563.41,2540.23,2550.82,16884.54,43085386.71
1747047600,2025-05-12 11:00:00,2025-05-12,2025,5,12,11,2530.63,2566.93,2522.18,2560.27,23017.5,58622362.92
1747051200,2025-05-12 12:00:00,2025-05-12,2025,5,12,12,2549.95,2560.59,2529.25,2530.63,31436.46,80065508.2
1747054800,2025-05-12 13:00:00,2025-05-12,2025,5,12,13,2558.43,2576.33,2544.32,2549.95,55045.95,140911347.8
1747058400,2025-05-12 14:00:00,2025-05-12,2025,5,12,14,2506.08,2570.7,2490.08,2558.43,73468.92,185827722.53
1747062000,2025-05-12 15:00:00,2025-05-12,2025,5,12,15,2486.91,2515.33,2479.57,2506.08,53328.15,133236865.88
1747065600,2025-05-12 16:00:00,2025-05-12,2025,5,12,16,2500.79,2508.84,2471.83,2486.91,35849.86,89368784.12
1747069200,2025-05-12 17:00:00,2025-05-12,2025,5,12,17,2476.68,2512.38,2465.45,2500.79,30237.52,75265291.18
1747072800,2025-05-12 18:00:00,2025-05-12,2025,5,12,18,2435.21,2485.3,2408.1,2476.68,75209.66,183931950.86
1747076400,2025-05-12 19:00:00,2025-05-12,2025,5,12,19,2460.81,2467.72,2429.07,2435.21,47874.29,117519756.74
1747080000,2025-05-12 20:00:00,2025-05-12,2025,5,12,20,2485.6,2495.9,2452.52,2460.81,25526.76,63102515.84
1747083600,2025-05-12 21:00:00,2025-05-12,2025,5,12,21,2480.0,2491.64,2467.54,2485.6,16661.32,41307895.73
1747087200,2025-05-12 22:00:00,2025-05-12,2025,5,12,22,2486.0,2497.42,2474.51,2480.0,12037.73,29941002.68
1747090800,2025-05-12 23:00:00,2025-05-12,2025,5,12,23,2495.56,2500.15,2485.59,2486.0,14783.42,36855269.91
1747094400,2025-05-13 00:00:00,2025-05-13,2025,5,13,0,2463.05,2495.96,2459.01,2495.56,27837.46,68837312.28
1747098000,2025-05-13 01:00:00,2025-05-13,2025,5,13,1,2453.17,2476.03,2440.24,2463.05,28336.92,69685546.52
1747101600,2025-05-13 02:00:00,2025-05-13,2025,5,13,2,2439.44,2459.48,2415.76,2453.17,34154.9,83314007.8
1747105200,2025-05-13 03:00:00,2025-05-13,2025,5,13,3,2425.45,2444.54,2418.56,2439.44,20706.66,50351977.52
1747108800,2025-05-13 04:00:00,2025-05-13,2025,5,13,4,2455.9,2458.27,2420.48,2425.45,15669.44,38227519.46
1747112400,2025-05-13 05:00:00,2025-05-13,2025,5,13,5,2449.95,2463.2,2440.02,2455.9,8168.16,20034197.58
1747116000,2025-05-13 06:00:00,2025-05-13,2025,5,13,6,2453.62,2460.7,2447.54,2449.95,6454.5,15841525.65
1747119600,2025-05-13 07:00:00,2025-05-13,2025,5,13,7,2460.76,2479.82,2452.72,2453.62,9750.23,24060179.64
1747123200,2025-05-13 08:00:00,2025-05-13,2025,5,13,8,2457.49,2471.2,2451.66,2460.76,7951.31,19562312.85
1747126800,2025-05-13 09:00:00,2025-05-13,2025,5,13,9,2484.98,2487.51,2457.18,2457.49,12920.1,32001783.95
1747130400,2025-05-13 10:00:00,2025-05-13,2025,5,13,10,2482.63,2487.23,2472.35,2484.98,8391.03,20815432.49
1747134000,2025-05-13 11:00:00,2025-05-13,2025,5,13,11,2513.76,2525.87,2479.1,2482.63,16960.57,42502715.77
1747137600,2025-05-13 12:00:00,2025-05-13,2025,5,13,12,2524.58,2541.82,2492.2,2513.76,45252.88,113990800.59
1747141200,2025-05-13 13:00:00,2025-05-13,2025,5,13,13,2549.73,2561.98,2519.59,2524.58,48368.89,122987946.94
1747144800,2025-05-13 14:00:00,2025-05-13,2025,5,13,14,2545.01,2557.3,2527.29,2549.73,43303.62,110183603.6
1747148400,2025-05-13 15:00:00,2025-05-13,2025,5,13,15,2566.18,2574.24,2539.83,2545.01,43500.51,111271556.82
1747152000,2025-05-13 16:00:00,2025-05-13,2025,5,13,16,2597.77,2601.12,2560.63,2566.18,52006.58,134527724.85
1747155600,2025-05-13 17:00:00,2025-05-13,2025,5,13,17,2611.14,2622.36,2590.38,2597.77,47574.8,124011861.82
1747159200,2025-05-13 18:00:00,2025-05-13,2025,5,13,18,2670.49,2672.71,2606.62,2611.14,53938.24,142055730.74
1747162800,2025-05-13 19:00:00,2025-05-13,2025,5,13,19,2691.89,2739.27,2654.74,2670.49,83318.85,224387679.84
1747166400,2025-05-13 20:00:00,2025-05-13,2025,5,13,20,2690.1,2697.55,2655.54,2691.89,44837.66,120054664.31
1747170000,2025-05-13 21:00:00,2025-05-13,2025,5,13,21,2691.12,2693.27,2670.24,2690.1,19150.32,51375197.49
1747173600,2025-05-13 22:00:00,2025-05-13,2025,5,13,22,2680.18,2707.86,2676.44,2691.12,19661.82,52957908.56
1747177200,2025-05-13 23:00:00,2025-05-13,2025,5,13,23,2680.04,2686.98,2657.88,2680.18,30030.12,80307791.65
1747180800,2025-05-14 00:00:00,2025-05-14,2025,5,14,0,2696.19,2701.07,2672.71,2680.04,30099.05,80908149.64
1747184400,2025-05-14 01:00:00,2025-05-14,2025,5,14,1,2671.86,2725.04,2666.23,2696.19,50175.98,135369436.38
1747188000,2025-05-14 02:00:00,2025-05-14,2025,5,14,2,2638.18,2672.2,2622.58,2671.86,51927.59,137517482.89
1747191600,2025-05-14 03:00:00,2025-05-14,2025,5,14,3,2646.49,2647.29,2624.81,2638.18,25513.04,67307693.4
1747195200,2025-05-14 04:00:00,2025-05-14,2025,5,14,4,2673.7,2673.7,2636.65,2646.49,14995.67,39819295.65
1747198800,2025-05-14 05:00:00,2025-05-14,2025,5,14,5,2673.36,2687.34,2663.2,2673.7,14176.33,37900844.25
1747202400,2025-05-14 06:00:00,2025-05-14,2025,5,14,6,2673.84,2677.38,2659.87,2673.36,9041.1,24125372.04
1747206000,2025-05-14 07:00:00,2025-05-14,2025,5,14,7,2640.75,2673.97,2639.92,2673.84,14759.77,39155427.81
1747209600,2025-05-14 08:00:00,2025-05-14,2025,5,14,8,2597.69,2645.66,2592.23,2640.75,28716.86,75215603.66
1747213200,2025-05-14 09:00:00,2025-05-14,2025,5,14,9,2607.93,2610.21,2578.62,2597.69,19842.11,51549678.1
1747216800,2025-05-14 10:00:00,2025-05-14,2025,5,14,10,2595.76,2616.95,2589.04,2607.93,17822.1,46399970.41
1747220400,2025-05-14 11:00:00,2025-05-14,2025,5,14,11,2625.02,2635.06,2595.68,2595.76,14835.07,38829442.83
1747224000,2025-05-14 12:00:00,2025-05-14,2025,5,14,12,2613.4,2635.37,2605.49,2625.02,23404.51,61361716.7
1747227600,2025-05-14 13:00:00,2025-05-14,2025,5,14,13,2606.55,2627.06,2578.66,2613.4,36234.13,94379140.59
1747231200,2025-05-14 14:00:00,2025-05-14,2025,5,14,14,2584.11,2606.72,2559.59,2606.55,44961.73,115998108.73
1747234800,2025-05-14 15:00:00,2025-05-14,2025,5,14,15,2597.69,2601.15,2561.39,2584.11,34669.16,89487370.67
1747238400,2025-05-14 16:00:00,2025-05-14,2025,5,14,16,2590.04,2600.2,2578.94,2597.69,26778.0,69338681.8
1747242000,2025-05-14 17:00:00,2025-05-14,2025,5,14,17,2590.8,2592.39,2548.0,2590.04,32180.48,82781779.38
1747245600,2025-05-14 18:00:00,2025-05-14,2025,5,14,18,2613.76,2614.22,2580.21,2590.8,25914.98,67303679.09
1747249200,2025-05-14 19:00:00,2025-05-14,2025,5,14,19,2604.93,2617.11,2598.89,2613.76,22860.66,59605745.01
1747252800,2025-05-14 20:00:00,2025-05-14,2025,5,14,20,2600.58,2610.94,2598.03,2604.93,12340.58,32135945.41
1747256400,2025-05-14 21:00:00,2025-05-14,2025,5,14,21,2606.89,2610.51,2584.52,2600.58,12555.54,32580348.44
1747260000,2025-05-14 22:00:00,2025-05-14,2025,5,14,22,2596.18,2608.05,2587.69,2606.89,5982.46,15555466.55
1747263600,2025-05-14 23:00:00,2025-05-14,2025,5,14,23,2610.07,2614.09,2584.6,2596.18,18285.25,47558442.7
1747267200,2025-05-15 00:00:00,2025-05-15,2025,5,15,0,2632.69,2646.75,2607.68,2610.07,25871.79,68066912.49
1747270800,2025-05-15 01:00:00,2025-05-15,2025,5,15,1,2578.14,2637.41,2567.91,2632.69,30495.7,79363489.17
1747274400,2025-05-15 02:00:00,2025-05-15,2025,5,15,2,2590.89,2598.02,2571.46,2578.14,19879.42,51427580.31
1747278000,2025-05-15 03:00:00,2025-05-15,2025,5,15,3,2575.46,2594.96,2571.11,2590.89,16943.14,43797962.99
1747281600,2025-05-15 04:00:00,2025-05-15,2025,5,15,4,2593.6,2595.24,2572.85,2575.46,6909.8,17855309.35
1747285200,2025-05-15 05:00:00,2025-05-15,2025,5,15,5,2568.48,2596.52,2564.39,2593.6,8316.47,21436846.8
1747288800,2025-05-15 06:00:00,2025-05-15,2025,5,15,6,2574.43,2583.77,2556.78,2568.48,11462.41,29466376.74
1747292400,2025-05-15 07:00:00,2025-05-15,2025,5,15,7,2531.51,2577.3,2516.56,2574.43,22062.44,56073974.07
